,ssu_open.c,ssu_creat1.c,ssu_lseek2.c,ssu_hole.txt,ssu_lseek1.c,ssu_creat2.c,ssu_test.txt,sum
20162527,1.00,1.00,1.00,0,1.00,1.00,0,5.00
